title,subheader,url,headings,metadata,content
,,https://en.wikipedia.org/wiki/Pornhub,,"{'title': 'Pornhub', 'subheader': 'Pornhubis a Canadian-owned internet pornography website. It is one of several pornographic video-streaming websites owned by MindGeek. As of November 2022,\xa0...'}","{'headings': ['Pornhub', 'Contents', 'History', 'Products', 'Philanthropy', 'Pornhub Awards', 'Search trends', 'Blocks and bans', 'In popular culture', 'See also', 'Notes', 'References', 'Further reading', 'External links', 'Non-consensual pornography', 'Non-pornographic content', 'Copyright infringement claims', 'Malvertising', 'VPNHub']}"
,,https://twitter.com/pornhub?lang=en,,"{'title': 'Pornhub', 'subheader': 'Pornhub. @Pornhub. Official. @Pornhub. Twitter For Model Program help & updates: ... The Nominees for the 5th annualPornhubAwards are out now!'}",{'headings': ['JavaScript is not available.']}
,,https://www.axios.com/2023/04/05/new-pornhub-owner-plans-beyond-porn,,"{'title': 'New Pornhub owner has plans beyond porn', 'subheader': '6 days ago—NewPornhubowner has plans beyond porn ... the acquisition of MindGeek, the controversial owner ofPornhuband other adult content sites.'}","{'headings': ['New Pornhub owner has plans beyond porn', 'News worthy of your time.', 'About', 'Subscribe']}"
,,https://theporndude.com/566/pornhub,,"{'title': 'PornHub & 136+ Free Porn Tube Sites Like Pornhub.com', 'subheader': 'PornHub.com is one of the biggest free porn sharing sites in the world, with over 11 million videos to get you all hard and drippy.'}","{'headings': ['PornHub', 'Show+sites likePornHub:', '139+ Free Porn Tube Sites LikePornHub', 'https://pornhub.com', 'How to Create the Web’s Biggest Sex Tube', 'All Your Favorite Starlets Fucking for Free', 'Setting the Standard for Sex Tubes Everwhere', 'Pay Money or Get Money with a Free Tube']}"
,,https://www.netflix.com/tudum/articles/money-shot-pornhub-documentary-news,,"{'title': ""Everything You Need to Know About 'Money Shot"", 'subheader': ""Everything You Need to Know About 'Money Shot: ThePornhubStory'. The documentary explores how the pornography streaming site has changed lives — for better,\xa0...""}","{'headings': ['To enjoy Tudum, please update your browser:']}"
,,https://www.theverge.com/2023/3/16/23643975/mindgeek-pornhub-sale-ethical-capital-partners,,"{'title': 'Pornhub is under new ownership', 'subheader': 'Mar 16, 2023—MindGeek, which operates YouPorn, Redtube, andPornhub, among other properties, has been acquired by Canadian private equity firm Ethical\xa0...'}","{'headings': ['Pornhub is under new ownership', 'Pornhub is under new ownership', 'MindGeek has faced persistent problems with payment processors and illegal videos.', 'Share this story', 'The best Android phone to buy in 2023', 'The end is nigh for gas-powered cars', 'YouTube is giving Premium subscribers higher-quality video than everyone else', 'Google Pixel 7A leak reveals new blue color', 'You can try The New York Times’ new math-based puzzle game right now', 'Verge Deals', 'More fromTech', '', 'Here’s where you can still preorder Nintendo’s Zelda-inspired Switch OLED', 'Spotify shows how the live audio boom has gone bust', '']}"
,,https://www.cbc.ca/news/business/mindgeek-acquired-private-equity-firm-1.6781220,,"{'title': 'Pornhub owner MindGeek bought by private equity firm', 'subheader': 'Mar 16, 2023—Ottawa-based private equity firm Ethical Capital Partners is buying MindGeek, the owner ofPornhuband other adult entertainment properties.'}","{'headings': ['Pornhub owner MindGeek bought by private equity firm', 'Social Sharing', ""Adult entertainment giant must 'play a leading role' fighting illegal content, new owners say"", 'ABOUT THE AUTHOR', 'Related Stories', 'Footer Links', 'Company behind PornHub sued by victims of sexual abuse', 'My Account', 'Connect with CBC', 'Contact CBC', 'About CBC', 'Services', 'Accessibility']}"
,,https://www.health.harvard.edu/blog/cannabidiol-cbd-what-we-know-and-what-we-dont-2018082414476,,"{'title': ""Cannabidiol (CBD): What we know and what we don't"", 'subheader': 'Aug 24, 2018—Cannabidiol (CBD) is an active ingredient in cannabis that is derived from the hemp plant, but it does not cause a high and is not addictive\xa0...'}","{'headings': [""Cannabidiol (CBD): What we know and what we don't"", 'Main Content', 'Helpful Links', 'Recent Blog Articles', 'About the Author', 'Disclaimer:', 'Medical Marijuana: Facts about cannabis, THC, and CBD', 'Related Content', 'If you use cannabis, do it safely', 'Can cannabis help relieve pain?', 'Does cannabis actually relieve pain — or is something else going on?', 'Free Healthbeat Signup', 'Footer', 'How is cannabidiol different from marijuana, cannabis and hemp?', 'Is\xa0cannabidiol\xa0legal?', 'The evidence for\xa0cannabidiol\xa0health benefits', 'Is\xa0CBD\xa0safe?', 'How can CBD be taken?', 'The bottom line on\xa0cannabidiol', 'My Account', 'Order Now', 'More']}"
,,https://www.mayoclinic.org/healthy-lifestyle/consumer-health/expert-answers/is-cbd-safe-and-effective/faq-20446700,,"{'title': 'CBD: Safe and effective? - Mayo Clinic', 'subheader': ""CBDis a chemical found in marijuana.CBDdoesn't contain tetrahydrocannabinol (THC), the psychoactive ingredient found in marijuana that produces a high. The\xa0...""}","{'headings': ['Consumer health', 'Appointments at Mayo Clinic', 'What are the benefits of CBD — and is it safe to use?', 'From Mayo Clinic to your inbox', '', 'Products and Services', 'See also', 'Advertisement', 'Other Topics in Patient Care & Health Info', 'Mayo Clinic Footer', 'Thank you for subscribing!', 'Sorry something went wrong with your subscription', 'Mayo Clinic Press', 'Legal Conditions and Terms', 'Reprint Permissions', 'Health information policy']}"
,,https://www.webmd.com/vitamins/ai/ingredientmono-1439/cannabidiol-cbd,,"{'title': 'CANNABIDIOL (CBD): Overview, Uses, Side Effects, ...', 'subheader': 'One specific form ofCBDis approved as a drug in the U.S. for seizures. Over 80 chemicals, known as cannabinoids, have been found in the Cannabis sativa plant.'}","{'headings': ['CANNABIDIOL (CBD)- Uses, Side Effects,and More', 'Overview', 'Uses & Effectiveness?', 'Side Effects', 'Special Precautionsand Warnings', 'Interactions?', 'Dosing', 'VITAMINS & SUPPLEMENTS CENTER', 'DRUGS AND MEDICATIONS CENTER', 'FIRST AID RESOURCES', 'RELATED TO VITAMINS & SUPPLEMENTS', 'Likely Effective for', 'Possibly Effective for', 'Moderate Interaction', 'Medications changed by the liver (Cytochrome P450 1A1 (CYP1A1) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 1A2 (CYP1A2) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 1B1 (CYP1B1) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2A6 (CYP2A6) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2B6 (CYP2B6) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2C19 (CYP2C19) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2C9 (CYP2C9) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2D6 (CYP2D6) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 3A4 (CYP3A4) substrates) interacts with CANNABIDIOL (CBD)', 'Sedative medications (CNS depressants) interacts with CANNABIDIOL (CBD)', 'Clobazam (Onfi) interacts with CANNABIDIOL (CBD)', 'Eslicarbazepine (Aptiom) interacts with CANNABIDIOL (CBD)', 'Rufinamide (Banzel) interacts with CANNABIDIOL (CBD)', 'Topiramate (Topamax) interacts with CANNABIDIOL (CBD)', 'Valproate interacts with CANNABIDIOL (CBD)', 'Zonisamide interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2C8 (CYP2C8) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Glucuronidated drugs) interacts with CANNABIDIOL (CBD)', 'Medications that increase the breakdown of other medications by the liver (Cytochrome P450 2C19 (CYP2C19) inducers) interacts with CANNABIDIOL (CBD)', 'Medications that increase breakdown of other medications by the liver (Cytochrome P450 3A4 (CYP3A4) inducers) interacts with CANNABIDIOL (CBD)', 'Medications that decrease the breakdown of other medications by the liver (Cytochrome P450 2C19 (CYP2C19) inhibitors) interacts with CANNABIDIOL (CBD)', 'Medications that decrease the breakdown of other medications in the liver (Cytochrome P450 3A4 (CYP3A4) inhibitors) interacts with CANNABIDIOL (CBD)', 'Brivaracetam (Briviact) interacts with CANNABIDIOL (CBD)', 'Everolimus (Zostress) interacts with CANNABIDIOL (CBD)', 'Tacrolimus (Prograf) interacts with CANNABIDIOL (CBD)', 'Methadone (Dolophine) interacts with CANNABIDIOL (CBD)', 'Carbamazepine (Tegretol) interacts with CANNABIDIOL (CBD)', 'Sirolimus (Rapamune) interacts with CANNABIDIOL (CBD)', 'Stiripentol (Diacomit) interacts with CANNABIDIOL (CBD)', 'Lithium interacts with CANNABIDIOL (CBD)', 'Warfarin interacts with CANNABIDIOL (CBD)', 'Tamoxifen (Nolvadex) interacts with CANNABIDIOL (CBD)', 'Caffeine interacts with CANNABIDIOL (CBD)', 'Citalopram (Celexa) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2E1 (CYP2E1) substrates) interacts with CANNABIDIOL (CBD)', 'Fluoxetine (Prozac) interacts with CANNABIDIOL (CBD)', 'Today on WebMD', 'Recommended for You', 'Health Solutionsfrom Our Sponsors', 'More from WebMD', 'Policies', 'About', 'WebMD Network', 'Our Apps', 'For Advertisers']}"
,,https://www.healthline.com/nutrition/cbd-oil-benefits,,"{'title': '6 Benefits and Uses of CBD Oil (Plus Side Effects)', 'subheader': 'Feb 26, 2018—Cannabidiol oil, orCBDoil, is a popular natural remedy for many ailments which is derived from cannabis.CBDoil benefits include pain\xa0...'}","{'headings': ['6 Health Benefits of CBD Oil — and a Look at Side Effects', '1. May relieve pain', 'Navigating sciatica pain flare ups', '2. Could reduce symptoms related to some mental health disorders', '3. May alleviate certain cancer-related symptoms', '4. May have neuroprotective properties', '5. May benefit heart health', '6. Other potential benefits', 'Potential side effects of CBD products', 'The bottom line', 'related stories', 'Heads up: Is CBD legal?', 'Just one thing', 'How we reviewed this article:', 'Evidence Based', 'Read this next']}"
,,https://www.nytimes.com/2019/10/16/style/self-care/cbd-oil-benefits.html,,"{'title': 'What Are the Benefits of CBD?', 'subheader': 'Oct 27, 2021—CBDis advertised as providing relief for anxiety, depression and post-traumatic stress disorder. It is also marketed to promote sleep. Part of\xa0...'}","{'headings': ['What Are the Benefits of CBD?', 'What is CBD?', 'What are the claims?', 'Is This A Scam?', 'Understand Post-Traumatic Stress Disorder', 'Does CBD work?', 'Does CBD help anxiety and PTSD?', 'Does CBD help sleep and depression?', 'Is CBD harmful?', 'Is CBD a scam or not?', 'Site Index', 'Site Information Navigation', 'Is ...', 'A Scam?', 'The invasive symptoms of PTSD can affect combat veterans and civilians alike. Early intervention is critical for managing the condition.']}"
,,https://www.health.com/condition/chronic-pain/what-is-cbd,,"{'title': 'What Are the Health Benefits of CBD—Cannabidiol?', 'subheader': 'Nov 5, 2022—CBDis a naturally occurring chemical that may provide benefits for anxiety, depression, and pain. It may be more or less potent than advertised\xa0...'}","{'headings': ['What Are the Health Benefits of CBD—Cannabidiol?', 'What Is CBD?', ""So, CBD Won't Get Me High?"", 'What Are the Health Benefits of CBD?', 'Is CBD Worth Trying for Pain Management?', 'Can CBD Help With Anxiety?', 'Types of CBD', 'What Should I Look for When Shopping for CBD Products?', 'Is CBD Legal?', 'Can You Travel With CBD?', 'The Risks of CBD and Drug Tests', 'The Risk of Use While Pregnant', 'Can I Give It to My Dog?', 'A Quick Review', 'The Label', 'Third-Party Testing', 'The Dosing', 'Claims of Curing Disease', 'Batch Number', 'Additional Ingredients', 'Where You Buy It']}"
,,https://www.forbes.com/health/body/cbd-oil-benefits/,,"{'title': '9 Science-Backed Health Benefits Of CBD Oil', 'subheader': '6 days ago—9 Science-Backed Health Benefits OfCBDOil · 1. Offset Anxiety and Depression · 2. Treat Select Epilepsy Syndromes · 3. Reduce PTSD Symptoms · 4.'}","{'headings': ['9 Science-Backed Health Benefits Of CBD Oil', '1. Offset Anxiety and Depression', '2. Treat Select Epilepsy Syndromes', '3. Reduce PTSD Symptoms', '4. Treat Opioid Addiction', '5. Alleviate ALS Symptoms', '6. Relieve Unmanageable Pain', '7. Ease Diabetic Complications', '8. Protect Against Neurological Disease', '9. Inhibit Arthritis Symptoms', 'More from', 'Level Select Level 2 CBD Oil Drops', 'Cornbread Hemp Full Spectrum CBD Oil', 'Harmony Organic CBD Hemp Oil', 'Sources']}"
,,https://www.cdc.gov/marijuana/featured-topics/CBD.html,,"{'title': 'CBD: What You Need to Know', 'subheader': 'Aug 8, 2022—Cannabidiol (CBD) is a compound found in marijuana.CBDis not impairing, meaning it does not cause a “high.”1.CBDcan be derived from hemp\xa0...'}","{'headings': ['CBD: What You Need to Know', 'CBD Use in the United States', 'How Can CBD Affect Your Health?', 'Risk of Unintentional Poisoning', 'Learn more about CBD and Cannabis', 'References', 'Related Feature']}"
,,https://www.health.harvard.edu/blog/cannabidiol-cbd-what-we-know-and-what-we-dont-2018082414476,,"{'title': ""Cannabidiol (CBD): What we know and what we don't"", 'subheader': 'Aug 24, 2018—Cannabidiol (CBD) is an active ingredient in cannabis that is derived from the hemp plant, but it does not cause a high and is not addictive\xa0...'}","{'headings': [""Cannabidiol (CBD): What we know and what we don't"", 'Main Content', 'Helpful Links', 'Recent Blog Articles', 'About the Author', 'Disclaimer:', 'Medical Marijuana: Facts about cannabis, THC, and CBD', 'Related Content', 'If you use cannabis, do it safely', 'Can cannabis help relieve pain?', 'Does cannabis actually relieve pain — or is something else going on?', 'Free Healthbeat Signup', 'Footer', 'How is cannabidiol different from marijuana, cannabis and hemp?', 'Is\xa0cannabidiol\xa0legal?', 'The evidence for\xa0cannabidiol\xa0health benefits', 'Is\xa0CBD\xa0safe?', 'How can CBD be taken?', 'The bottom line on\xa0cannabidiol', 'My Account', 'Order Now', 'More']}"
,,https://www.mayoclinic.org/healthy-lifestyle/consumer-health/expert-answers/is-cbd-safe-and-effective/faq-20446700,,"{'title': 'CBD: Safe and effective? - Mayo Clinic', 'subheader': ""CBDis a chemical found in marijuana.CBDdoesn't contain tetrahydrocannabinol (THC), the psychoactive ingredient found in marijuana that produces a high. The\xa0...""}","{'headings': ['Consumer health', 'Appointments at Mayo Clinic', 'What are the benefits of CBD — and is it safe to use?', 'From Mayo Clinic to your inbox', '', 'Products and Services', 'See also', 'Advertisement', 'Other Topics in Patient Care & Health Info', 'Mayo Clinic Footer', 'Thank you for subscribing!', 'Sorry something went wrong with your subscription', 'Mayo Clinic Press', 'Legal Conditions and Terms', 'Reprint Permissions', 'Health information policy']}"
,,https://www.webmd.com/vitamins/ai/ingredientmono-1439/cannabidiol-cbd,,"{'title': 'CANNABIDIOL (CBD): Overview, Uses, Side Effects, ...', 'subheader': 'One specific form ofCBDis approved as a drug in the U.S. for seizures. Over 80 chemicals, known as cannabinoids, have been found in the Cannabis sativa plant.'}","{'headings': ['CANNABIDIOL (CBD)- Uses, Side Effects,and More', 'Overview', 'Uses & Effectiveness?', 'Side Effects', 'Special Precautionsand Warnings', 'Interactions?', 'Dosing', 'VITAMINS & SUPPLEMENTS CENTER', 'DRUGS AND MEDICATIONS CENTER', 'FIRST AID RESOURCES', 'RELATED TO VITAMINS & SUPPLEMENTS', 'Likely Effective for', 'Possibly Effective for', 'Moderate Interaction', 'Medications changed by the liver (Cytochrome P450 1A1 (CYP1A1) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 1A2 (CYP1A2) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 1B1 (CYP1B1) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2A6 (CYP2A6) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2B6 (CYP2B6) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2C19 (CYP2C19) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2C9 (CYP2C9) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2D6 (CYP2D6) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 3A4 (CYP3A4) substrates) interacts with CANNABIDIOL (CBD)', 'Sedative medications (CNS depressants) interacts with CANNABIDIOL (CBD)', 'Clobazam (Onfi) interacts with CANNABIDIOL (CBD)', 'Eslicarbazepine (Aptiom) interacts with CANNABIDIOL (CBD)', 'Rufinamide (Banzel) interacts with CANNABIDIOL (CBD)', 'Topiramate (Topamax) interacts with CANNABIDIOL (CBD)', 'Valproate interacts with CANNABIDIOL (CBD)', 'Zonisamide interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2C8 (CYP2C8) substrates) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Glucuronidated drugs) interacts with CANNABIDIOL (CBD)', 'Medications that increase the breakdown of other medications by the liver (Cytochrome P450 2C19 (CYP2C19) inducers) interacts with CANNABIDIOL (CBD)', 'Medications that increase breakdown of other medications by the liver (Cytochrome P450 3A4 (CYP3A4) inducers) interacts with CANNABIDIOL (CBD)', 'Medications that decrease the breakdown of other medications by the liver (Cytochrome P450 2C19 (CYP2C19) inhibitors) interacts with CANNABIDIOL (CBD)', 'Medications that decrease the breakdown of other medications in the liver (Cytochrome P450 3A4 (CYP3A4) inhibitors) interacts with CANNABIDIOL (CBD)', 'Brivaracetam (Briviact) interacts with CANNABIDIOL (CBD)', 'Everolimus (Zostress) interacts with CANNABIDIOL (CBD)', 'Tacrolimus (Prograf) interacts with CANNABIDIOL (CBD)', 'Methadone (Dolophine) interacts with CANNABIDIOL (CBD)', 'Carbamazepine (Tegretol) interacts with CANNABIDIOL (CBD)', 'Sirolimus (Rapamune) interacts with CANNABIDIOL (CBD)', 'Stiripentol (Diacomit) interacts with CANNABIDIOL (CBD)', 'Lithium interacts with CANNABIDIOL (CBD)', 'Warfarin interacts with CANNABIDIOL (CBD)', 'Tamoxifen (Nolvadex) interacts with CANNABIDIOL (CBD)', 'Caffeine interacts with CANNABIDIOL (CBD)', 'Citalopram (Celexa) interacts with CANNABIDIOL (CBD)', 'Medications changed by the liver (Cytochrome P450 2E1 (CYP2E1) substrates) interacts with CANNABIDIOL (CBD)', 'Fluoxetine (Prozac) interacts with CANNABIDIOL (CBD)', 'Today on WebMD', 'Recommended for You', 'Health Solutionsfrom Our Sponsors', 'More from WebMD', 'Policies', 'About', 'WebMD Network', 'Our Apps', 'For Advertisers']}"
,,https://www.healthline.com/nutrition/cbd-oil-benefits,,"{'title': '6 Benefits and Uses of CBD Oil (Plus Side Effects)', 'subheader': 'Feb 26, 2018—Cannabidiol oil, orCBDoil, is a popular natural remedy for many ailments which is derived from cannabis.CBDoil benefits include pain\xa0...'}","{'headings': ['6 Health Benefits of CBD Oil — and a Look at Side Effects', '1. May relieve pain', 'Navigating sciatica pain flare ups', '2. Could reduce symptoms related to some mental health disorders', '3. May alleviate certain cancer-related symptoms', '4. May have neuroprotective properties', '5. May benefit heart health', '6. Other potential benefits', 'Potential side effects of CBD products', 'The bottom line', 'related stories', 'Heads up: Is CBD legal?', 'Just one thing', 'How we reviewed this article:', 'Evidence Based', 'Read this next']}"
,,https://www.nytimes.com/2019/10/16/style/self-care/cbd-oil-benefits.html,,"{'title': 'What Are the Benefits of CBD?', 'subheader': 'Oct 27, 2021—CBDis advertised as providing relief for anxiety, depression and post-traumatic stress disorder. It is also marketed to promote sleep. Part of\xa0...'}","{'headings': ['What Are the Benefits of CBD?', 'What is CBD?', 'What are the claims?', 'Is This A Scam?', 'Understand Post-Traumatic Stress Disorder', 'Does CBD work?', 'Does CBD help anxiety and PTSD?', 'Does CBD help sleep and depression?', 'Is CBD harmful?', 'Is CBD a scam or not?', 'Site Index', 'Site Information Navigation', 'Is ...', 'A Scam?', 'The invasive symptoms of PTSD can affect combat veterans and civilians alike. Early intervention is critical for managing the condition.']}"
,,https://www.health.com/condition/chronic-pain/what-is-cbd,,"{'title': 'What Are the Health Benefits of CBD—Cannabidiol?', 'subheader': 'Nov 5, 2022—CBDis a naturally occurring chemical that may provide benefits for anxiety, depression, and pain. It may be more or less potent than advertised\xa0...'}","{'headings': ['What Are the Health Benefits of CBD—Cannabidiol?', 'What Is CBD?', ""So, CBD Won't Get Me High?"", 'What Are the Health Benefits of CBD?', 'Is CBD Worth Trying for Pain Management?', 'Can CBD Help With Anxiety?', 'Types of CBD', 'What Should I Look for When Shopping for CBD Products?', 'Is CBD Legal?', 'Can You Travel With CBD?', 'The Risks of CBD and Drug Tests', 'The Risk of Use While Pregnant', 'Can I Give It to My Dog?', 'A Quick Review', 'The Label', 'Third-Party Testing', 'The Dosing', 'Claims of Curing Disease', 'Batch Number', 'Additional Ingredients', 'Where You Buy It']}"
,,https://www.forbes.com/health/body/cbd-oil-benefits/,,"{'title': '9 Science-Backed Health Benefits Of CBD Oil', 'subheader': '6 days ago—9 Science-Backed Health Benefits OfCBDOil · 1. Offset Anxiety and Depression · 2. Treat Select Epilepsy Syndromes · 3. Reduce PTSD Symptoms · 4.'}","{'headings': ['9 Science-Backed Health Benefits Of CBD Oil', '1. Offset Anxiety and Depression', '2. Treat Select Epilepsy Syndromes', '3. Reduce PTSD Symptoms', '4. Treat Opioid Addiction', '5. Alleviate ALS Symptoms', '6. Relieve Unmanageable Pain', '7. Ease Diabetic Complications', '8. Protect Against Neurological Disease', '9. Inhibit Arthritis Symptoms', 'More from', 'Level Select Level 2 CBD Oil Drops', 'Cornbread Hemp Full Spectrum CBD Oil', 'Harmony Organic CBD Hemp Oil', 'Sources']}"
,,https://www.cdc.gov/marijuana/featured-topics/CBD.html,,"{'title': 'CBD: What You Need to Know', 'subheader': 'Aug 8, 2022—Cannabidiol (CBD) is a compound found in marijuana.CBDis not impairing, meaning it does not cause a “high.”1.CBDcan be derived from hemp\xa0...'}","{'headings': ['CBD: What You Need to Know', 'CBD Use in the United States', 'How Can CBD Affect Your Health?', 'Risk of Unintentional Poisoning', 'Learn more about CBD and Cannabis', 'References', 'Related Feature']}"
,,https://www.leafly.ca/,,"{'title': 'Leafly: Find, order, and learn about weed', 'subheader': 'Leafly is the leading destination to learn about, find, and order cannabis. Learn more about types ofweedstrains and discover marijuana dispensaries near you.'}","{'headings': ['Local dispensaries', 'Shop by category', 'Here’s a deal worth your attention', 'Shop stores near you', 'Great weed you can find today.', 'Welcome to Leafly', 'Social Impact on Leafly', 'Going somewhere?', 'Browse Leafly', 'The Leafly app is where it’s at', 'Toronto', 'Victoria', 'Niagara Falls', 'Vancouver', 'Montreal', 'Calgary', 'Ottawa', 'Edmonton', 'Winnipeg', 'Quebec City', 'Barrie', 'Kitchener', 'Saskatoon', 'Oshawa', 'Brampton', 'Nanaimo', 'Burlington', 'Hamilton', 'Kamloops', 'Regina', 'Burnaby', 'Kelowna', 'Mississauga', 'Kingston']}"
,,https://www.cdc.gov/marijuana/health-effects/index.html,,"{'title': 'Health Effects of Marijuana', 'subheader': 'Marijuana—which can also be called cannabis,weed, pot, or dope—refers to the dried flowers, leaves, stems, and seeds of the cannabis plant.'}","{'headings': ['Health Effects of Marijuana', 'Marijuana: How Can It Affect Your Health?']}"
,,https://weedme.ca/,,"{'title': 'Weed Me | Canadian licensed producer of high-quality Dry ...', 'subheader': 'Feb 9, 2023—WeedMe is a premium craft cannabis producer in Ontario, offering an array of product types and variant options of dry flower, pre-rolls,\xa0...'}","{'headings': ['Ultra Premium Cannabis At Unbeatable Prices', 'Dry Flower', 'Limited Batch', 'Pre-Rolls', 'Vapes', 'Gummies', 'Grind', '108316', 'meals donated']}"
,,https://finance.yahoo.com/quote/WEED.TO/,,"{'title': 'Canopy Growth Corporation (WEED.TO) Stock Price, News ...', 'subheader': 'Find the latest Canopy Growth Corporation (WEED.TO) stock quote, history, news and other vital information to help you with your stock trading and\xa0...'}","{'headings': ['Canopy Growth Corporation (WEED.TO)', 'S&P Futures4,141.00+4.75(+0.11%)', 'Dow Futures33,785.00+34.00(+0.10%)', 'Nasdaq Futures13,163.75+5.75(+0.04%)', 'Russell 2000 Futures1,789.40+3.80(+0.21%)', 'Crude Oil80.46+0.72(+0.90%)', 'Gold2,014.00+10.20(+0.51%)', ""SPRING FORWARD WITH CANOPY GROWTH'S PORTFOLIO OF CANNABIS BEVERAGES"", 'Man Who Predicted Bank Collapse Issues New Warning', 'Acreage Revises Timing for Reporting of its Fourth Quarter and Full Year 2022 Financial Results']}"
,,https://www.webmd.com/mental-health/addiction/marijuana-use-and-its-effects,,"{'title': 'How Pot Affects Your Mind and Body', 'subheader': ""Dec 19, 2021—Marijuana,weed, pot, dope, grass. They're different names for the same drug that comes from the cannabis plant. You can smoke it, vape it,\xa0...""}","{'headings': ['How Pot Affects Your Mind and Body', 'You Can Get “High”', 'It May Affect Your Mental Health', 'Your Thinking May Get Distorted', 'You May Get Hooked', 'It May Impair Your Brain', 'Your Lungs May Hurt', 'It May Ease Your Pain and Other Symptoms', 'You May Feel Hungrier', 'It May Harm Your Heart', 'It Intensifies Alcohol’s Dangers', 'Your Newborn Might Be Underweight', 'Connection to Cancer Is Unclear', 'What’s CBD?', 'Ways to Use Marijuana', 'Menu', 'Marijuana Home', 'Substance Abuse and Addiction Home', 'Related to Substance Abuse and Addiction', 'Menu', 'In this Article', 'Top Picks', 'further reading', 'Today on WebMD', 'Recommended for You', 'Tools & Resources', 'Health Solutionsfrom Our Sponsors', 'More from WebMD', 'Policies', 'About', 'Our Apps', 'For Advertisers']}"
,,https://money.tmx.com/en/quote/WEED,,"{'title': 'Canopy Growth Corporation (WEED) | TSX Stock Price', 'subheader': 'Mar 26, 2023—Get the latest stock price for Canopy Growth Corporation (WEED), plus the latest news, recent trades, charting, insider activity,\xa0...'}",{'headings': []}
,,https://kidshealth.org/en/teens/marijuana.html,,"{'title': 'Marijuana (for Teens) - Nemours KidsHealth', 'subheader': 'Marijuana (also calledweed, dope, or pot) is a mix of dried flowers, stems, seeds, and leaves from the cannabis plant. THC (tetrahydrocannabinol) is the\xa0...'}","{'headings': ['Marijuana', 'More on this topic for:', 'What Is Marijuana?', 'What Are the Effects of Marijuana?', 'What If I Want to Quit?']}"
,,https://www.nytimes.com/2023/04/10/well/mind/weed-addiction.html,,"{'title': ""How Do You Know if You're Addicted to Weed?"", 'subheader': '22 hours ago—Smokingweedhad always been a social activity for Julian. He first tried cannabis in high school, and as an adult he would smoke a couple\xa0...'}","{'headings': ['How Do You Know if You’re Addicted to Weed?', 'Signs of addiction', 'Risk factors', 'Treatment options', 'Site Index', 'Site Information Navigation', 'Loss of control', 'Interpersonal consequences', 'Risky use', 'Physical dependence']}"
,,https://www.talktofrank.com/drug/cannabis,,"{'title': 'Weed | Effects of Cannabis', 'subheader': 'Also known as grass,weedis made from drying out the leaves and flowering parts of the cannabis plant. It can look like dried herbs and is usually brownish-\xa0...'}","{'headings': ['Cannabis', 'Quick info', 'How it looks, tastes and smells', 'How do people take it?', 'How it feels', 'Duration', 'The risks', 'Mixing', 'Addiction', 'The law', 'What to do in an emergency', 'What does it look like?', 'What does it taste/smell like?', 'Smoke spliffs', 'Smoke bongs', 'Edibles you can eat or drink', 'Vaping and e-cigarettes', 'How does it make you feel?', 'How does it make people behave?', 'To kick in:', 'How long it lasts:', 'After effects:', 'How long will it be detectable?', 'Physical health risks', 'Mental health risks', 'What is cannabis cut with?', 'Is it dangerous to mix with other drugs?', 'Can you get addicted?', 'Additional law details']}"
